,DOB,Image,Summary,Name
1067,23-03-1987,https://upload.wikimedia.org/wikipedia/commons/c/c7/Kangana_Ranaut_promoting_Rangoon.jpg,"Kangana Ranaut (pronounced [kəŋɡənaː raːɳoːʈʰ]; born 23 March 1987) is an Indian actress and filmmaker who works in Hindi films. The recipient of several awards, including three National Film Awards and four Filmfare Awards, she has featured six times in Forbes India's Celebrity 100 list. In 2020, the Government of India awarded her with the Padma Shri.
",Kangana Ranaut
1068,03-07-1982,https://upload.wikimedia.org/wikipedia/commons/1/17/Kanihaa.jpg,"Divya Venkatasubramaniam (born 3 July 1982), better known by her stage name Kaniha or Kanika, is an Indian film actress who predominantly works in Malayalam cinema.[1][2] Kanika made her debut in the 2002 Tamil film Five Star, she went on to work in other South Indian film industries, including Malayalam, Telugu and Kannada. She is perhaps best known for her performances as Eashwari in her debut film Five Star, Gayathri in Varalaru - History of Godfather and Thenmozhi in Autograph. She has had a successful run in the Malayalam film industry, with most notable works include Bhagyadevatha,  Pazhassi Raja and Spirit.
",Kanika Subramaniam
1069,21-09-1980,https://upload.wikimedia.org/wikipedia/commons/f/f8/Kareena_Kapoor_in_2018.jpg,"Kareena Kapoor Khan (pronounced [kəˈriːnaː kəˈpuːr]; born 21 September 1980) is an Indian actress who appears in Hindi films. She is the daughter of actors Randhir Kapoor and Babita, and the younger sister of actress Karisma Kapoor. Noted for playing a variety of characters in a range of film genres—from romantic comedies to crime dramas—Kapoor is the recipient of several awards, including six Filmfare Awards, and is one of Bollywood's most popular and highest-paid actresses.[1]
",Kareena Kapoor
1070,25-06-1974,https://upload.wikimedia.org/wikipedia/commons/d/d2/KarismaKapoor02.jpg,"Karisma Kapoor (born 25 June 1974) is an Indian film actress. One of the most popular Hindi film actresses of the 1990s and early 2000s, she is the recipient of several accolades, including a National Film Award and four Filmfare Awards.
",Karishma Kapoor
1071,21-12-1983,https://upload.wikimedia.org/wikipedia/commons/4/4e/Karishma_Tanna_at_Naagin_3_launch_%2805%29.jpg,"Karishma Tanna (born 21 December 1983)[1][3][4] is an Indian film actress, television actress, model and anchor who predominantly works in Hindi films and shows. She is well known for her roles in Kyunki Saas Bhi Kabhi Bahu Thi, Naagarjuna – Ek Yodha and Qayamat Ki Raat. She was a contestant and first runner-up in the reality show Bigg Boss in 2014. She also appeared in other reality shows like Zara Nachke Dikha (2008), Nach Baliye (2015) and Jhalak Dikhhla Jaa (2016).
",Karishma Tanna
1072,,,"Karunya Ram is an Indian film actress who works in Kannada-language cinema. She is know for performing in the 2015 film Vajrakaya.[1][2][3]
",Karunya Ram
1073,,,"Karthika Mathew (born Lidiya Jacob), better known mononymously as Karthika, is a Malayali film actress, who has appeared in several Malayalam and Tamil films. She is probably best known for her performances in Nam Naadu and Dindigul Sarathy. She has acted in some advertisements.
",Karthika Mathew
1074,27-06-1992,https://upload.wikimedia.org/wikipedia/commons/d/d8/Karthika_-makaramanju_actress.jpg,"Karthika Nair (born 27 June 1992)[1] is an Indian film actress in the South Indian film industry. She made her debut in the 2009 Telugu film Josh, opposite Naga Chaitanya. She rose to fame starring in her second and her first successful Tamil film Ko, opposite Jiiva and Piaa Bajpai with ko. She found further success in the Malayalam film Kammath & Kammath, opposite Dileep.[2] She is well known for her action roles in the comedy Brother of Bommali, the social drama Purampokku Engira Podhuvudamai and the epic TV series Aarambh.
",Karthika Nair
1075,16-07-1983,https://upload.wikimedia.org/wikipedia/commons/8/8b/Katrina_Kaif_promoting_Bharat_in_2019.jpg,"Katrina Kaif (pronounced [kəˈʈriːnaː ˈkɛːf]; born Katrina Turquotte; 16 July 1983) is an English actress who works in Hindi films.[1] She has established herself in Bollywood and is one of India's highest-paid actresses.[2][3]
",Katrina Kaif
1076,02-12-1972,https://upload.wikimedia.org/wikipedia/commons/c/c6/Kashmira_shah_colors_indian_telly_awards.jpg,"Kashmira Shah is an Indian actress. Born in Bombay (present-day Mumbai), she is the granddaughter of noted Hindustani classical singer, Anjanibai Lolekar. She has appeared in numerous Hindi and Marathi films. Shah is half Maharashtrian and half Gujarati.[5] Kashmira was a leading celebrity contestant in the first season of the Indian version of the reality TV show Big Brother, Bigg Boss in 2006. She also participated in dance couple reality show Nach Baliye in 2007 with Krushna. In 2019, she directed fantasy comedy Marney Bhi Do Yaaron, starring herself and her husband Krushna, produced by both of them. In 2020, she was seen in season 13 of Bigg Boss, she went in the show to support her sister-in-law Arti Singh and not as a contestant.
",Kashmira Shah
1077,29-12-1979,https://upload.wikimedia.org/wikipedia/commons/7/73/Kausalya_actress.jpg,"Nandini (born Kavitha on 29 December 1979), also known as Kausalya, is an Indian film actress and model, who has starred mainly in Tamil, Malayalam, Telugu and Kannada films.  After starting her career as a lead heroine, she has since gone on to portray supporting roles.
",Kausalya
1078,04-01-1945,https://upload.wikimedia.org/wikipedia/commons/4/45/Kaviyoor_Ponnamma_DSW.jpg,"Kaviyoor Ponnamma is an Indian film actress who appears in Malayalam films and television. She began her career performing in theatre dramas before foraying into cinema. She has also acted in TV serials and commercials and has playback singing credits in few films. Ponnamma is a four-time Kerala State Film Award for Second Best Actress winner. Her sister Kaviyoor Renuka was also an actress.
",Kaviyoor Ponnamma
1079,19-09-1984,https://upload.wikimedia.org/wikipedia/commons/f/f4/Kavya_madhavan.jpg,"Kavya Madhavan (born 19 September 1984) is an Indian film actress, who appears predominantly in Malayalam films while having appeared in a few Tamil productions. She made her debut in 1991 as a child artist in Pookkalam Varavayi. Her debut role as a lead actress was in Lal Jose's Chandranudikkunna Dikhil in 1999, when she was in the ninth grade. Its success established her status as a leading actress in the industry during the 2000s. She has won the Kerala State Film Award for Best Actress twice, for her performances in Perumazhakkalam (2004) and Gaddama (2010).
",Kavya Madhavan
1080,21-01-1977,,"Keerthi Reddy (born January 21, 1977) is a former Indian film actress. She has acted in Hindi, Telugu, Tamil and Kannada movies. Her notable work includes Tholi Prema (1998) Pyaar Ishq Aur Mohabbat (2001) and Arjun (2004).
",Keerthi Reddy
1081,17-10-1992,https://upload.wikimedia.org/wikipedia/commons/4/42/Keerthy_Suresh_at_Sandakozhi_2_Press_Meet.png,"Keerthy Suresh (born 17 October 1992) is an Indian film actress who appears predominantly in Tamil, Telugu and Malayalam films. She won the National Film Award for Best Actress for portraying actress Savitri in the biopic Mahanati (2018).[3]
",Keerthi Suresh
1082,15-03-1986,https://upload.wikimedia.org/wikipedia/commons/5/5d/Tulsi_Kumar.jpg,"Tulsi Kumar  Dua, known professionally as Tulsi Kumar, is an Indian playback singer born to Gulshan Kumar and Sudesh Kumari Dua. Kumar has two siblings, Khushali Kumar Dua and Bhushan Kumar Dua.[2].
",Khushali Kumar
1083,31-07-1992,https://upload.wikimedia.org/wikipedia/commons/6/67/Kiara_Advani_walks_for_Shyamal-Bhumika_at_India_Couture_Week_2018_Day_4_%2803%29_%28cropped%29.jpg,"Alia Advani (born 31 July 1992), known professionally as Kiara Advani, is an Indian actress who appears predominantly in Hindi films. After making her film debut with the 2014 poorly received comedy Fugly, Advani had her first commercial success with a brief role in the 2016 sports biopic M.S. Dhoni: The Untold Story. Her career advanced with starring roles in the Telugu political drama Bharat Ane Nenu (2018) as well as the Hindi romantic drama Kabir Singh and the comedy Good Newwz (both 2019).
",Kiara Advani
1084,,,"Kimi Katkar is a former actress and model, who worked in Hindi films. She was active throughout the 1980s and the early 1990s, and starred in over 50 films, including Adventures of Tarzan (1985) and Hum (1991).
",Kimi Katkar
1085,,,"Kimi Verma (Punjabi: ਕਿਮੀ ਵਰਮਾ; born November 20, 1977), commonly known as Kimi Verma, is an Indian actress and fashion designer.[1]
",Kimi Verma
1086,,https://upload.wikimedia.org/wikipedia/commons/0/03/Kim_Sharma_at_Baba_Siddique_2019_Iftaar_party.jpg,"Kim Michelle Sharma[1] is an Indian actress[2] and model. She made her acting debut in the Hindi-language film Mohabbatein in 2000.
",Kim Sharma
1087,,,"Kim (born as Satyakim Yashpal, also known as Kim Yashpal)[1] is a former Indian actress and model,[2] who is known for her works and contributions to Hindi cinema throughout the 1980s.[3] She became notorious for starring in main and supporting roles, as well as for appearing in various guest roles and item numbers in the later years of her career.
",Kim Yashpal
1088,11-01-1981,https://upload.wikimedia.org/wikipedia/commons/c/c4/KiranRathod.jpg,"Kiran Rathod (born 11 January 1981) is an Indian film actress who has acted in Tamil, Hindi, Malayalam, Telugu and Kannada language films.
",Kiran Rathod
1089,,,"Kirron Anupam Kher (also Kiran[2] or, Kiron[3][4][5]  born 14 June 1955) is an Indian theatre, film and television actress, singer, entertainment producer, TV talk show host and a member of the Bharatiya Janata Party. In May 2014, she was elected to the Lok Sabha, the lower house of Indian Parliament from Chandigarh.
",Kirron Kher
1090,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Kirat_Bhattal.jpg,"Kirat Bhattal (born 26 January 1985 in Monrovia, Liberia), professionally  known as Kirat or Keerath, is an Indian film actress.[1] She debuted in modelling roles and then made a breakthrough in the Tamil film industry. She married VJ-actor Gaurav Kapur on 2 November 2014.
",Kirat Bhattal
1091,,https://upload.wikimedia.org/wikipedia/commons/d/de/Kiran_Juneja_at_Engagement_ceremony_of_Arjun_Hitkari_with_Gayatri%281%29_%28cropped%29.jpg,"Kiran Juneja is an Indian actress who works in Hindi cinema. 
",Kiran Juneja
1092,22-10-1967,https://upload.wikimedia.org/wikipedia/commons/7/7b/Kitu_Gidwani.JPG,"Kitu Gidwani (born 22 October 1967) is an Indian actress and model.  She has starred in several movies and serials on Indian television.Her First Superhit Show was Swabhimaan directed by Mahesh Bhatt which aired on Doordarshan from 1995 to 1997. Kitu played the role of Svetlana and became a household name after it. Then she signed ""SHAKTIMAAN"" and played the role of ""Geeta Vishwas"", a news channel reporter who stand for the truth.
She left the show after a few episodes and later became popular after a TV series, Air Hostess aired on Doordarshan in 1986, and received critical acclaim for her roles in  Dance of the Wind (1997), Deepa Mehta's Earth (1998), Govind Nihalani's Rukhmavati Ki Haveli (1991), Kamal Haasan's Abhay and Deham (2001).[1]
",Kitu Gidwani
1093,28-04-1982,,"Koel Mallick (born Rukmini Mallick on 28 April 1982[1]) is  an Indian film actress who appears in Bengali films. She is the daughter of actor Ranjit Mallick & Deepa Mallick. Her debut film was Nater Guru.
",Koel Mallick
1094,25-11-1978,https://upload.wikimedia.org/wikipedia/commons/6/60/Koel_Purie.jpg,"Koel Purie Rinchet (born 25 November 1978) is an Indian film actress, producer and TV presenter. She made her debut with Rahul Bose's directorial venture Everybody Says I'm Fine! in 2001[1] and later featured in Road to Ladakh starring alongside Irrfan Khan. She trained at the  Royal Academy of Dramatic Art London.[2] Since then she has worked on over 20 odd films in India, UK and Canada, played Desdemona at the prestigious Leicester Haymarket, acted in the well received theatre production of A Taste for Mangoes (an adaptation of Willian Dalrymple's White Mughals), produced top rated TV shows, written for most mainstream publications (including Cosmopolitan, DNA, Harper's Bazaar, India Today) and travelled the world. Purie was appointed the Tourism Mascot by the Japanese government whilst she lived in Tokyo. She shot several videos to promote tourism in Japan. Purie now lives in Paris and has started her own production company to maker film, digital and video content for various platforms.      
",Koel Purie
1095,07-01-1984,https://upload.wikimedia.org/wikipedia/commons/d/d4/Koena_mitra_look_young_launch.jpg,"Koena Mitra (born 7 January 1984)[1] is an Indian actress and model who appears in Bollywood films. She participated on Bigg Boss season 13 as a celebrity contestant.
",Koena Mitra
1096,,,"Komal ( born 4 July) is an Indian actor in the Kannada film industry, known for comedic roles. He is also a film producer and distributor. Komal made his cinema debut in the year 1992 as a second hero for the movie called Super nan Maga produced by his brother in law N. Srinivas. Since his debut Komal has acted in over 100 films as a comedy actor and eventually as a lead actor in the film called Chamkaisi chindi Udaisi.[1] He is the younger brother of actor Jaggesh, with whom he has frequently collaborated professionally.
",Komal
